feature("LIMIT.BAL"),SEX,EDUCATION,MARRIAGE,AGE,DEFAULT_PAYMENT_NEXT_MONTH
210000,female,highschool,married,55,1
20000,male,university,single,51,0
160000,female,university,single,29,1
50000,female,highschool,married,46,1
50000,female,graduate,single,24,0
30000,male,highschool,single,31,1
100000,male,graduate,single,29,1
360000,male,university,single,28,0
310000,female,university,married,34,0
50000,female,university,divorce,30,0
120000,female,university,married,37,0
30000,female,university,single,29,1
200000,female,university,single,30,0
20000,male,highschool,single,37,0
50000,female,university,single,23,1
70000,female,graduate,single,25,0
290000,female,graduate,single,32,0
90000,female,graduate,single,30,0
150000,male,university,married,37,1
90000,male,university,single,38,0
80000,male,graduate,married,40,1
100000,male,graduate,single,32,0
200000,female,university,married,41,0
140000,female,university,single,31,1
110000,female,university,single,45,0
50000,female,highschool,divorce,43,0
60000,female,university,married,42,0
130000,male,graduate,married,40,0
320000,female,university,married,43,0
120000,female,highschool,married,42,0
450000,female,university,single,35,0
200000,female,university,married,36,1
20000,male,graduate,single,31,1
410000,female,university,married,29,0
210000,female,graduate,married,40,0
210000,female,graduate,married,36,1
130000,male,highschool,married,38,0
170000,female,graduate,single,27,1
190000,female,university,married,55,0
230000,female,graduate,single,28,1
120000,female,university,single,29,0
50000,female,university,single,23,1
220000,female,university,single,41,1
320000,female,graduate,single,32,0
160000,female,university,married,27,1
20000,female,university,single,23,0
460000,female,graduate,single,34,0
490000,male,graduate,married,38,0
130000,female,university,married,47,0
170000,male,university,single,41,0
150000,female,university,single,24,0
180000,female,graduate,single,33,0
50000,male,highschool,single,35,0
240000,female,other,married,44,0
390000,female,graduate,single,37,0
50000,male,highschool,single,47,0
310000,male,graduate,married,43,0
100000,female,graduate,single,28,0
260000,female,graduate,single,36,0
30000,female,university,single,28,0
310000,male,university,single,27,0
270000,male,graduate,single,40,0
250000,female,graduate,married,30,1
130000,female,university,married,31,0
220000,male,graduate,married,35,0
60000,female,university,single,48,0
120000,male,graduate,single,29,0
30000,female,university,married,35,0
130000,female,graduate,single,30,1
100000,female,university,married,35,0
200000,female,graduate,single,26,0
260000,female,university,married,47,0
390000,male,graduate,married,45,1
340000,female,graduate,single,42,0
140000,female,university,single,24,1
220000,female,university,single,39,0
20000,male,university,married,31,0
500000,male,university,single,40,0
210000,female,university,married,33,1
340000,female,university,single,39,0
130000,male,university,married,44,1
200000,female,university,single,34,0
150000,male,graduate,married,35,1
50000,female,highschool,single,22,0
60000,female,graduate,single,25,1
60000,male,graduate,single,27,0
150000,female,highschool,married,29,0
180000,male,graduate,married,38,1
50000,male,university,single,22,0
10000,female,highschool,married,48,0
100000,female,university,single,24,0
30000,female,university,single,21,0
50000,male,highschool,married,51,0
30000,male,university,married,39,1
100000,female,university,single,30,1
100000,male,university,single,35,0
290000,male,university,married,37,0
140000,female,university,married,42,0
240000,female,graduate,married,39,0
380000,male,graduate,single,27,0
230000,female,highschool,married,54,0
40000,female,graduate,single,24,1
210000,female,graduate,married,34,0
150000,female,university,married,37,0
70000,female,highschool,married,27,1
80000,female,university,single,24,0
50000,male,university,single,30,0
300000,female,university,single,27,0
180000,female,university,single,30,0
150000,female,graduate,single,35,0
60000,male,graduate,single,24,0
100000,female,university,single,37,1
90000,female,university,married,26,0
20000,male,university,married,43,0
320000,female,graduate,single,32,1
90000,female,highschool,married,68,0
500000,male,university,single,36,0
210000,male,graduate,married,37,0
30000,male,university,single,29,1
20000,male,university,married,51,1
50000,female,graduate,single,23,0
360000,female,highschool,married,39,0
80000,female,highschool,married,28,0
150000,male,graduate,married,47,0
20000,male,university,married,36,0
150000,female,highschool,married,55,0
340000,male,highschool,married,29,0
500000,male,university,married,61,1
100000,female,highschool,married,33,0
160000,male,university,married,62,0
300000,female,graduate,married,42,0
240000,male,graduate,single,34,0
60000,female,university,married,30,1
20000,female,university,single,21,0
80000,female,university,married,25,0
20000,male,university,married,47,0
240000,female,graduate,married,35,0
20000,male,university,single,25,0
290000,male,university,married,33,0
120000,female,graduate,single,33,0
100000,female,university,single,33,0
20000,male,university,married,42,0
60000,female,university,married,49,1
150000,female,university,single,26,1
500000,male,graduate,married,57,0
120000,female,university,single,24,1
80000,female,university,married,35,0
100000,female,highschool,married,39,0
20000,male,graduate,married,53,0
200000,female,university,married,33,0
80000,male,graduate,married,39,0
80000,male,graduate,single,33,0
150000,male,graduate,single,26,0
50000,male,university,married,50,0
370000,female,graduate,single,28,0
130000,female,university,single,25,1
450000,female,graduate,married,41,0
200000,female,university,married,44,0
130000,male,graduate,single,30,0
230000,female,other,single,23,0
90000,female,graduate,single,29,0
30000,male,highschool,married,53,0
180000,male,university,married,43,1
140000,male,graduate,single,32,0
380000,male,graduate,married,52,0
30000,female,university,married,56,1
80000,female,highschool,married,46,1
60000,female,highschool,married,47,1
290000,female,graduate,single,32,0
160000,female,university,married,26,1
20000,male,graduate,single,28,0
80000,female,highschool,married,65,0
360000,female,graduate,married,34,0
30000,female,graduate,single,44,0
140000,female,university,married,37,0
150000,male,graduate,single,33,0
130000,male,graduate,married,45,0
410000,male,graduate,married,34,1
70000,female,graduate,single,28,1
30000,female,graduate,single,24,0
50000,female,university,married,37,0
180000,male,university,married,45,0
30000,female,university,single,36,0
20000,male,graduate,single,38,0
30000,male,university,single,24,0
20000,female,university,single,53,0
280000,male,graduate,single,27,0
50000,female,university,married,28,1
360000,male,graduate,married,34,1
190000,female,highschool,married,41,1
180000,female,graduate,married,36,0
60000,female,graduate,single,24,0
320000,female,university,married,47,0
10000,male,highschool,single,33,1
200000,female,university,married,52,1
50000,male,university,single,24,0
180000,female,graduate,single,25,0
20000,male,university,single,24,1
300000,female,university,married,28,0
90000,female,graduate,single,28,1
160000,female,university,single,23,1
20000,male,university,single,39,0
150000,female,university,single,28,0
50000,male,highschool,single,26,0
60000,male,highschool,divorce,43,0
210000,female,graduate,married,54,0
150000,male,university,single,27,0
60000,female,university,single,24,1
210000,female,university,married,35,0
210000,male,university,single,28,0
360000,female,highschool,married,31,0
10000,male,graduate,single,25,0
140000,female,graduate,single,32,0
100000,female,graduate,single,33,0
50000,male,university,single,23,1
360000,female,highschool,single,42,1
360000,male,university,married,42,0
30000,female,university,single,27,0
20000,male,university,single,36,0
260000,female,graduate,married,42,0
100000,female,graduate,single,38,1
340000,female,university,single,39,0
50000,female,graduate,single,31,1
180000,female,university,married,32,0
360000,female,graduate,single,33,0
60000,female,university,married,35,0
20000,female,highschool,married,28,0
150000,female,graduate,married,44,1
150000,male,graduate,married,50,0
300000,male,graduate,single,32,0
420000,female,highschool,single,35,0
500000,male,graduate,single,34,0
150000,female,university,single,30,0
50000,male,highschool,married,54,1
110000,female,university,single,24,0
150000,female,university,married,38,0
80000,male,graduate,single,26,0
150000,female,highschool,married,34,0
50000,female,university,single,39,0
20000,male,university,single,33,0
80000,female,university,single,33,0
150000,male,graduate,married,41,1
240000,female,highschool,married,41,0
100000,female,university,married,27,0
130000,female,university,married,45,0
20000,male,university,married,37,0
340000,female,graduate,single,35,0
430000,male,graduate,married,40,0
110000,female,graduate,married,57,0
90000,female,highschool,married,49,0
10000,female,graduate,single,26,0
100000,male,graduate,single,32,0
390000,female,graduate,married,34,0
130000,female,university,single,43,0
180000,female,university,married,37,0
50000,male,university,divorce,51,0
80000,female,university,married,30,0
30000,female,highschool,single,33,1
150000,female,graduate,single,30,0
230000,male,university,single,46,0
90000,female,university,single,23,1
80000,female,university,divorce,30,0
700000,male,graduate,single,35,0
30000,female,university,single,22,1
90000,female,graduate,married,28,1
200000,male,university,single,44,0
230000,male,university,married,50,1
100000,male,graduate,single,54,0
360000,female,graduate,single,28,0
500000,male,graduate,married,43,1
240000,female,university,single,42,0
360000,male,graduate,single,28,0
360000,male,university,married,30,1
320000,male,graduate,married,43,0
50000,female,university,married,40,0
140000,female,university,single,31,0
360000,female,university,married,30,0
180000,female,graduate,single,27,1
330000,female,graduate,married,40,0
140000,female,graduate,single,24,1
360000,female,graduate,married,27,0
150000,female,graduate,single,27,1
220000,female,highschool,single,29,0
260000,male,highschool,single,31,0
30000,female,highschool,married,54,0
580000,male,graduate,single,31,0
50000,male,university,single,25,0
230000,female,graduate,married,36,1
20000,male,university,married,39,1
110000,male,highschool,married,35,1
240000,female,graduate,single,28,0
50000,female,university,married,34,0
20000,female,graduate,divorce,51,0
190000,female,highschool,married,42,0
100000,female,highschool,single,50,0
500000,male,university,married,34,0
170000,female,graduate,married,40,0
150000,female,university,single,23,0
30000,male,university,married,48,0
80000,male,university,single,41,1
340000,female,highschool,married,49,0
210000,female,university,single,30,0
30000,female,graduate,single,23,0
230000,male,graduate,single,27,0
20000,male,university,single,23,0
70000,female,highschool,married,26,0
310000,female,graduate,married,66,1
80000,male,university,single,36,1
150000,female,university,single,27,0
20000,male,highschool,married,49,0
220000,female,university,married,54,0
150000,female,graduate,single,30,0
530000,male,graduate,single,30,0
150000,female,university,married,28,0
150000,female,graduate,single,29,1
420000,female,university,married,30,0
80000,female,university,married,31,0
100000,female,university,married,37,0
30000,female,university,single,27,1
50000,male,university,married,37,0
330000,female,graduate,single,39,1
140000,female,university,single,36,0
50000,female,university,married,34,0
360000,male,university,married,37,1
180000,male,university,single,38,1
130000,female,university,married,27,0
130000,female,university,single,31,0
20000,male,graduate,single,24,0
260000,female,graduate,single,30,0
50000,female,university,single,51,0
320000,female,university,married,29,0
70000,female,university,married,37,1
180000,female,graduate,married,47,0
60000,male,university,married,54,0
80000,male,university,married,23,0
10000,female,highschool,married,49,0
150000,female,university,married,33,1
50000,female,highschool,single,55,0
150000,male,highschool,single,41,0
350000,male,graduate,single,38,0
380000,female,graduate,single,44,0
130000,female,highschool,single,25,0
180000,female,graduate,married,35,0
100000,female,university,married,41,0
30000,female,highschool,married,31,1
430000,male,graduate,single,28,0
200000,female,university,married,37,1
360000,male,university,married,43,1
80000,female,graduate,single,32,0
40000,female,graduate,single,26,1
80000,female,university,single,29,0
20000,male,highschool,single,23,0
250000,female,university,single,24,1
70000,male,university,married,43,0
20000,female,graduate,married,34,1
160000,female,other,married,39,0
70000,male,university,married,36,1
50000,female,university,single,34,0
30000,female,highschool,married,41,1
80000,male,university,married,48,0
20000,male,university,married,52,0
50000,female,other,married,32,0
50000,male,graduate,single,26,0
230000,female,graduate,married,36,0
10000,female,university,single,23,1
20000,male,university,married,42,0
110000,male,university,single,34,0
200000,female,graduate,single,29,0
20000,male,university,married,59,0
80000,male,graduate,single,29,0
280000,female,university,single,31,0
140000,female,university,married,45,0
60000,female,graduate,single,25,0
50000,male,university,married,51,0
200000,female,graduate,married,34,0
180000,female,graduate,married,38,0
260000,female,university,single,45,0
150000,male,graduate,single,32,1
130000,female,graduate,single,32,0
120000,male,highschool,single,50,1
210000,female,university,married,30,0
110000,female,graduate,divorce,33,0
30000,male,university,single,28,0
170000,female,graduate,single,25,1
360000,female,graduate,single,32,0
130000,male,graduate,single,37,1
30000,female,graduate,single,24,1
160000,female,university,married,31,0
30000,female,university,married,43,0
10000,female,university,single,22,1
50000,female,university,single,38,0
80000,male,university,married,40,0
260000,female,graduate,married,49,0
170000,male,highschool,single,26,1
30000,female,highschool,single,25,0
50000,female,highschool,single,51,0
120000,male,highschool,married,40,0
240000,female,university,married,31,1
180000,male,graduate,single,41,0
60000,female,highschool,single,26,0
150000,female,highschool,single,32,1
360000,female,university,single,26,0
350000,female,graduate,single,32,1
30000,female,graduate,married,43,0
120000,female,graduate,single,29,0
330000,male,graduate,married,43,1
500000,male,university,single,44,0
100000,female,university,married,34,0
80000,female,university,married,37,0
260000,female,university,single,30,0
500000,male,university,married,41,0
90000,male,graduate,single,52,0
360000,female,university,married,38,0
360000,male,highschool,single,34,0
100000,female,university,single,25,0
200000,male,university,single,36,1
490000,female,university,single,52,0
460000,male,graduate,married,40,0
20000,male,graduate,single,39,1
230000,female,university,married,35,0
170000,female,university,single,28,0
60000,female,highschool,married,63,0
90000,female,university,married,33,0
160000,male,graduate,married,38,0
20000,male,university,single,30,1
500000,female,graduate,married,36,0
30000,female,university,married,42,1
170000,male,university,single,31,0
100000,female,highschool,married,44,0
50000,male,university,single,39,0
110000,male,university,single,28,1
20000,female,graduate,single,23,0
70000,female,highschool,single,26,0
310000,female,university,married,42,0
30000,male,university,single,28,1
30000,female,university,married,27,1
100000,female,graduate,married,36,0
150000,female,graduate,single,30,0
80000,male,university,single,27,0
200000,female,highschool,married,40,0
20000,male,university,married,36,1
30000,male,university,married,33,0
50000,female,highschool,married,42,0
130000,female,other,married,32,0
330000,male,graduate,single,32,0
80000,female,highschool,single,53,0
50000,female,graduate,married,34,0
150000,female,graduate,single,33,0
210000,female,university,married,30,0
30000,female,university,married,30,0
500000,female,graduate,single,30,0
60000,female,graduate,single,32,0
20000,female,university,married,29,0
30000,female,university,single,23,1
120000,male,university,married,60,1
80000,female,university,married,37,1
360000,female,graduate,married,35,1
150000,male,university,married,36,0
10000,female,highschool,single,51,0
230000,female,highschool,married,30,0
380000,female,highschool,single,31,0
350000,female,graduate,single,48,0
130000,female,university,single,23,0
490000,female,graduate,single,29,0
150000,female,university,single,28,0
340000,female,university,single,38,1
80000,female,graduate,single,52,0
230000,female,graduate,single,36,0
160000,male,university,single,37,0
300000,female,university,married,33,0
400000,female,university,married,24,0
80000,female,university,married,45,0
320000,male,university,married,45,0
310000,male,graduate,single,36,0
270000,female,university,married,32,0
280000,female,highschool,married,53,0
330000,male,graduate,single,31,0
50000,male,university,single,49,0
240000,female,graduate,single,26,1
180000,female,highschool,single,27,0
270000,male,graduate,single,28,1
70000,male,graduate,single,36,1
290000,male,graduate,single,27,0
350000,female,graduate,single,41,0
210000,male,university,married,54,0
110000,male,university,single,47,1
300000,male,university,married,32,1
140000,female,university,single,38,0
80000,male,graduate,single,27,0
360000,female,university,married,42,0
210000,female,university,single,33,0
50000,male,university,single,22,1
80000,female,graduate,single,28,1
130000,female,highschool,single,27,0
50000,female,graduate,single,22,0
80000,female,highschool,single,34,0
350000,male,graduate,single,35,0
330000,female,university,married,37,0
80000,female,university,single,23,0
280000,female,graduate,married,51,0
30000,male,university,single,49,0
200000,male,highschool,married,44,0
120000,female,graduate,single,26,0
50000,female,university,married,38,0
50000,male,university,single,31,0
300000,male,graduate,married,58,1
20000,male,university,single,30,0
50000,male,university,single,46,1
500000,female,university,single,44,0
130000,female,university,married,40,0
70000,female,graduate,single,28,1
70000,female,highschool,single,29,0
120000,female,university,single,27,0
340000,male,university,married,48,0
130000,male,graduate,single,41,1
240000,male,graduate,single,33,0
50000,female,university,married,37,0
210000,female,university,married,48,0
30000,male,university,single,30,1
80000,female,university,single,22,0
50000,male,highschool,married,42,0
220000,female,highschool,married,25,0
40000,male,university,married,37,0
280000,male,graduate,single,26,0
90000,female,university,married,31,0
180000,female,university,single,39,0
50000,male,university,single,30,1
320000,male,university,single,27,0
70000,male,university,married,38,0
260000,female,graduate,single,36,1
360000,male,graduate,married,38,0
100000,female,university,single,38,0
100000,female,graduate,married,32,1
140000,female,university,married,39,0
90000,female,university,single,28,0
220000,male,graduate,single,25,0
260000,female,graduate,single,34,0
260000,female,graduate,married,42,0
20000,male,graduate,single,24,0
50000,female,graduate,single,27,0
70000,female,university,single,23,0
170000,female,university,married,36,1
30000,female,university,single,22,0
200000,male,university,single,68,0
50000,female,university,single,39,0
50000,male,university,single,30,0
470000,female,university,married,35,0
20000,female,graduate,single,22,1
50000,male,university,single,26,0
360000,female,university,married,56,0
20000,female,university,divorce,46,0
140000,female,graduate,single,26,0
10000,female,highschool,married,47,1
90000,female,graduate,single,30,0
200000,female,university,married,46,0
390000,female,university,married,39,0
90000,female,university,single,25,1
130000,female,graduate,single,27,0
120000,female,university,single,33,1
160000,female,university,married,35,0
70000,female,university,single,24,0
80000,male,highschool,married,60,0
250000,female,university,single,36,0
240000,male,university,single,37,0
50000,female,university,single,49,0
30000,female,highschool,single,23,0
50000,male,highschool,married,51,1
80000,female,university,single,24,1
130000,male,university,married,47,0
50000,male,highschool,single,23,0
200000,male,university,married,39,0
140000,male,highschool,married,33,0
30000,female,graduate,single,23,0
20000,female,graduate,single,25,0
70000,male,university,single,29,0
20000,female,highschool,divorce,48,0
410000,male,graduate,married,42,0
250000,male,graduate,married,41,1
140000,female,university,single,27,1
90000,female,graduate,single,26,0
340000,male,graduate,married,38,0
230000,female,university,married,28,0
80000,male,highschool,single,33,0
50000,female,university,single,42,1
60000,female,university,married,35,0
50000,female,university,single,24,0
210000,female,university,single,28,0
140000,female,graduate,single,27,0
20000,male,highschool,single,32,0
20000,male,highschool,divorce,48,1
230000,male,graduate,single,32,0
210000,male,university,single,27,0
20000,male,university,single,34,0
50000,female,university,single,24,0
30000,male,highschool,single,49,0
50000,female,university,single,36,1
150000,female,graduate,married,30,0
160000,male,university,married,57,0
90000,female,highschool,married,42,0
150000,male,university,married,39,0
200000,male,highschool,single,36,1
170000,male,graduate,married,40,0
100000,female,university,married,38,0
20000,male,highschool,married,39,0
30000,male,graduate,single,24,0
200000,male,graduate,single,32,0
180000,male,university,married,46,0
160000,female,university,married,44,0
80000,female,university,single,31,0
70000,female,graduate,married,36,0
80000,male,highschool,single,44,1
50000,male,university,single,45,1
140000,female,university,married,58,1
90000,female,university,married,50,0
120000,female,graduate,single,27,0
80000,female,university,single,33,0
20000,male,university,single,43,1
20000,male,graduate,single,28,0
440000,female,university,single,34,0
310000,female,university,married,28,0
80000,female,university,single,25,0
200000,male,graduate,single,28,0
300000,female,university,married,34,1
140000,female,university,married,35,0
230000,female,university,married,43,0
130000,female,highschool,married,38,1
40000,female,other,married,48,0
20000,female,highschool,married,23,0
90000,female,university,single,26,0
50000,female,highschool,single,41,1
220000,male,university,married,49,0
60000,female,university,divorce,64,1
240000,male,highschool,married,48,0
400000,female,university,single,40,0
120000,male,graduate,single,30,0
280000,female,graduate,married,37,0
390000,female,university,single,28,0
340000,female,graduate,married,46,0
10000,male,university,single,47,1
110000,male,university,married,35,1
100000,male,university,single,31,0
130000,female,university,married,25,0
230000,male,university,married,45,0
290000,female,university,married,39,1
50000,male,graduate,single,29,0
120000,female,graduate,single,27,0
240000,female,graduate,married,36,1
360000,female,graduate,single,32,0
110000,female,highschool,single,31,0
60000,female,highschool,single,23,0
130000,male,graduate,single,33,1
250000,female,graduate,married,31,0
410000,male,highschool,single,38,0
130000,female,highschool,single,53,0
200000,male,graduate,single,38,0
60000,female,graduate,single,25,0
20000,male,graduate,single,25,0
20000,male,university,married,37,0
380000,female,university,married,50,0
80000,male,highschool,married,47,1
160000,male,university,single,31,0
50000,male,graduate,single,23,0
50000,male,university,married,34,0
310000,male,university,married,34,0
130000,male,university,single,30,0
180000,male,graduate,single,33,0
130000,female,university,married,43,0
50000,male,graduate,married,35,0
150000,female,university,married,30,1
230000,female,graduate,single,25,0
20000,female,graduate,single,23,0
360000,female,graduate,married,33,1
180000,female,graduate,married,31,0
280000,male,university,married,37,0
90000,female,graduate,single,23,1
210000,male,university,married,41,0
240000,male,graduate,single,30,1
200000,female,graduate,married,49,0
180000,female,graduate,married,35,0
190000,male,highschool,married,44,0
50000,female,highschool,married,53,0
80000,female,other,married,23,0
50000,male,university,single,23,1
130000,male,graduate,single,29,0
30000,female,university,married,52,1
30000,female,graduate,single,28,0
50000,male,university,single,24,1
360000,female,graduate,married,41,0
80000,female,university,single,24,1
460000,male,graduate,single,33,0
200000,male,graduate,married,48,0
50000,male,university,single,22,1
370000,female,university,single,28,0
20000,female,university,married,42,1
50000,female,graduate,single,24,0
80000,male,university,married,54,0
170000,female,graduate,married,31,0
400000,male,graduate,married,54,0
500000,female,university,married,41,0
250000,male,highschool,married,44,1
80000,female,university,single,22,0
90000,female,university,divorce,40,0
120000,male,highschool,single,44,1
310000,male,university,married,44,0
20000,male,university,single,22,0
60000,female,university,single,29,0
460000,female,graduate,single,29,0
220000,male,university,married,40,0
220000,male,graduate,single,32,1
20000,male,university,single,33,0
80000,male,highschool,married,38,1
220000,male,graduate,single,31,0
20000,male,university,single,23,0
100000,female,university,single,26,0
230000,female,graduate,single,31,0
300000,female,university,married,40,0
20000,male,university,single,24,0
160000,male,graduate,single,29,0
70000,female,university,married,27,1
240000,female,university,single,37,0
100000,male,university,single,25,0
220000,male,university,single,30,0
50000,male,university,single,42,0
80000,female,highschool,married,44,0
130000,male,graduate,single,28,1
30000,female,university,single,23,0
360000,female,university,married,46,1
280000,male,university,married,34,1
230000,male,graduate,married,45,0
30000,female,graduate,single,24,0
70000,female,university,married,28,1
100000,male,university,single,32,0
50000,male,university,single,27,1
150000,female,university,single,26,0
20000,male,university,single,46,1
100000,male,highschool,divorce,48,1
90000,female,university,single,25,1
50000,male,highschool,single,49,0
200000,male,graduate,married,49,1
250000,female,university,single,26,0
140000,female,graduate,married,32,0
320000,female,university,married,44,0
20000,female,university,married,22,1
80000,female,university,single,26,0
300000,female,university,single,36,0
500000,female,graduate,married,38,0
30000,male,university,single,22,0
130000,female,other,single,47,0
40000,male,university,married,25,0
20000,female,university,single,22,0
470000,female,graduate,single,39,0
200000,female,graduate,single,42,1
50000,female,university,single,31,1
130000,female,university,married,36,0
100000,female,university,married,33,0
160000,male,graduate,single,29,0
50000,male,highschool,single,26,0
180000,male,graduate,married,42,0
50000,male,highschool,single,29,0
70000,female,highschool,married,40,0
270000,male,university,married,53,1
210000,female,university,married,48,0
70000,female,university,married,43,0
160000,female,graduate,single,31,0
30000,female,university,married,27,0
250000,male,graduate,single,29,0
10000,female,highschool,married,51,0
50000,male,university,single,27,0
120000,male,highschool,married,38,0
50000,male,university,single,28,0
250000,male,graduate,single,36,0
20000,male,university,single,48,1
70000,female,university,single,25,0
50000,male,university,single,46,0
110000,male,university,single,41,0
100000,female,graduate,single,32,0
20000,male,university,married,31,0
120000,female,university,married,25,0
50000,male,university,single,26,0
140000,male,university,married,29,1
140000,male,university,married,34,1
250000,female,graduate,married,39,0
180000,female,university,single,30,0
130000,male,university,single,26,0
200000,male,graduate,single,27,0
100000,female,graduate,single,26,0
20000,male,university,single,23,0
290000,female,highschool,single,27,0
110000,male,graduate,married,46,0
30000,female,university,single,27,0
150000,female,highschool,single,23,0
150000,female,university,single,34,0
120000,female,graduate,single,25,1
280000,male,university,married,28,0
90000,female,university,married,36,0
130000,male,university,married,39,0
30000,male,university,single,24,1
100000,male,graduate,married,25,0
30000,female,graduate,single,27,1
90000,female,university,married,28,0
160000,female,university,married,25,0
260000,male,graduate,married,51,0
50000,male,graduate,single,28,1
260000,male,highschool,single,27,0
220000,female,graduate,single,35,0
20000,female,university,single,22,0
300000,female,graduate,single,25,1
250000,female,graduate,single,31,0
200000,male,university,single,30,0
20000,female,university,single,21,0
50000,male,university,single,25,1
100000,female,highschool,single,28,0
170000,male,university,married,37,0
120000,male,graduate,married,37,0
120000,female,university,single,38,0
50000,male,university,single,26,0
260000,female,graduate,single,28,0
60000,female,university,single,44,0
120000,female,university,single,28,1
220000,female,highschool,married,47,0
200000,male,graduate,single,26,0
90000,female,university,married,45,0
310000,female,graduate,married,25,0
110000,female,university,married,34,0
140000,female,university,single,42,0
160000,female,graduate,married,51,0
80000,female,university,single,24,1
500000,female,graduate,married,36,0
130000,male,university,single,29,0
240000,female,university,married,44,0
50000,female,university,single,24,1
180000,female,graduate,married,42,0
240000,male,university,single,33,1
180000,male,university,married,30,0
130000,male,university,single,33,0
50000,female,graduate,single,24,1
500000,male,graduate,single,34,0
200000,male,university,married,29,0
220000,female,graduate,single,29,0
70000,male,university,married,33,0
440000,male,graduate,married,31,0
290000,male,other,married,52,0
50000,female,university,single,23,0
120000,female,university,single,23,0
80000,female,highschool,married,44,0
170000,female,university,married,27,0
160000,male,graduate,single,41,1
280000,male,graduate,single,29,1
40000,female,university,married,47,1
80000,female,highschool,married,53,0
210000,female,university,married,40,0
60000,female,university,married,29,1
20000,female,university,married,40,1
230000,female,university,single,36,0
90000,female,graduate,married,50,0
170000,female,graduate,married,35,0
70000,female,university,single,22,0
50000,male,university,single,29,0
140000,female,graduate,married,48,0
50000,female,highschool,single,55,0
270000,female,graduate,single,45,0
170000,female,university,married,49,1
180000,female,graduate,single,27,0
80000,female,graduate,single,29,0
450000,female,graduate,single,37,0
400000,male,graduate,single,29,0
400000,female,university,single,35,0
60000,male,highschool,single,25,0
110000,male,graduate,single,25,0
60000,female,university,single,24,0
140000,male,graduate,single,37,1
20000,male,university,married,24,1
50000,male,graduate,single,30,1
30000,female,highschool,single,53,0
210000,female,university,single,26,0
50000,male,university,single,36,1
200000,male,graduate,single,30,0
120000,female,highschool,married,50,0
200000,female,graduate,single,29,1
180000,female,university,married,35,0
440000,female,university,married,47,1
150000,female,university,single,22,0
130000,male,graduate,married,70,1
50000,female,university,married,26,0
180000,female,university,single,28,1
80000,female,university,single,24,0
170000,female,graduate,single,29,0
150000,female,graduate,single,25,0
240000,male,university,single,35,0
140000,male,university,single,24,1
50000,male,highschool,other,50,0
20000,female,university,married,36,0
240000,female,graduate,married,38,0
30000,female,university,married,45,0
50000,female,university,single,29,1
20000,female,university,married,37,1
20000,female,university,married,50,1
310000,female,university,married,48,0
200000,male,university,single,39,0
330000,male,highschool,single,48,0
100000,female,highschool,married,53,0
50000,female,highschool,single,35,0
120000,male,university,single,30,0
160000,male,graduate,married,42,0
170000,male,graduate,married,62,0
50000,female,highschool,other,27,0
30000,female,university,single,23,0
150000,male,graduate,single,29,0
320000,female,university,single,33,0
50000,female,university,married,58,0
20000,female,graduate,single,26,0
20000,male,university,single,25,1
50000,male,university,married,34,0
160000,male,highschool,married,46,0
20000,female,university,single,34,0
130000,male,university,married,27,1
150000,female,university,single,24,0
20000,female,university,single,23,0
20000,male,highschool,married,45,1
70000,female,highschool,married,56,0
50000,male,graduate,single,26,0
200000,male,university,married,40,0
320000,female,university,single,30,0
50000,male,highschool,single,34,0
70000,male,university,single,25,0
200000,female,highschool,single,33,0
250000,female,university,married,29,0
70000,female,graduate,single,25,1
90000,female,university,married,36,1
400000,male,graduate,single,32,0
130000,female,graduate,single,33,0
110000,female,graduate,married,40,0
150000,male,graduate,single,38,0
330000,female,graduate,single,28,0
30000,female,highschool,single,21,0
360000,female,graduate,single,32,0
50000,male,graduate,married,54,0
60000,female,university,single,24,1
200000,female,university,single,27,0
180000,female,graduate,single,43,0
50000,male,highschool,single,52,0
80000,female,highschool,married,38,0
50000,female,university,single,23,1
270000,female,highschool,married,30,0
100000,female,university,single,23,1
170000,female,university,single,38,0
30000,male,graduate,married,30,0
230000,female,university,single,38,0
200000,female,graduate,married,34,0
130000,male,graduate,single,36,1
30000,male,university,married,62,0
140000,female,university,married,26,0
490000,male,graduate,married,43,0
160000,male,university,single,30,0
180000,male,university,married,42,1
260000,female,university,married,32,0
80000,female,university,single,27,1
360000,female,graduate,single,29,1
20000,female,graduate,single,25,0
20000,male,graduate,single,28,0
80000,female,highschool,married,28,0
500000,male,graduate,single,32,0
160000,male,graduate,married,55,0
20000,female,graduate,single,22,0
330000,female,graduate,married,36,0
80000,female,graduate,single,26,1
220000,male,university,married,40,0
230000,female,university,single,28,0
90000,female,university,single,25,0
300000,male,highschool,married,61,1
30000,female,university,married,45,1
80000,female,university,married,40,1
60000,male,graduate,single,27,0
360000,male,other,married,31,0
360000,male,graduate,single,27,0
30000,female,university,single,23,0
190000,male,highschool,married,50,0
130000,female,university,married,45,0
110000,female,graduate,single,34,0
350000,female,university,married,46,0
50000,female,highschool,married,52,0
130000,female,university,divorce,38,0
50000,male,graduate,single,29,1
50000,male,university,single,25,0
380000,female,university,single,31,0
260000,female,graduate,single,30,0
140000,female,university,single,28,0
270000,female,graduate,single,36,0
30000,female,university,married,33,0
240000,male,graduate,single,35,0
70000,male,highschool,single,32,1
120000,male,graduate,married,50,1
160000,female,university,single,42,1
170000,male,highschool,single,36,1
380000,female,graduate,single,31,0
